index,year,week,deaths,year.month,n_days,deaths.s,pop,pop.0to65,temp.max,temp.min,t.min,t.max,covid,covid.m,covid.w,covid.0to65,covid.65to80,covid.80plus,deaths.pc,share.m,counter
1998.8,1998,8,477,1998.02,0,477,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.217317056189636,50.83772546927444,-11
1998.9,1998,9,533,1998.03,0,533,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.351844844756975,50.83772546927444,-11
1998.10,1998,10,510,1998.03,0,510,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.653735217309674,50.83772546927444,-11
1998.11,1998,11,523,1998.03,0,523,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.61353631108423,50.83772546927444,-11
1998.12,1998,12,514,1998.03,0,514,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.949058630778765,50.83772546927444,-11
1998.13,1998,13,513,1998.03,0,513,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.875227777411496,50.83772546927444,-11
1998.14,1998,14,540,1998.04,0,540,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.86866081832789,50.83772546927444,-11
1998.15,1998,15,512,1998.04,0,512,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.80139692404422,50.83772546927444,-11
1998.16,1998,16,519,1998.04,0,519,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31821289761514,50.83772546927444,-11
1998.17,1998,17,442,1998.04,0,442,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63323718833505,50.83772546927444,-11
1998.18,1998,18,497,1998.05,0,497,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.693934123535115,50.83772546927444,-11
1998.19,1998,19,494,1998.05,0,494,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.47244156343329,50.83772546927444,-11
1998.20,1998,20,491,1998.05,0,491,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.25094900333147,50.83772546927444,-11
1998.21,1998,21,475,1998.05,0,475,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.06965534945509,50.83772546927444,-11
1998.22,1998,22,516,1998.06,0,516,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.09672033751332,50.83772546927444,-11
1998.23,1998,23,450,1998.06,0,450,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.22388401527324,50.83772546927444,-11
1998.24,1998,24,487,1998.06,0,487,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.95562558986237,50.83772546927444,-11
1998.25,1998,25,534,1998.06,0,534,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.425675698124245,50.83772546927444,-11
1998.26,1998,26,461,1998.06,0,461,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.036023402313255,50.83772546927444,-11
1998.27,1998,27,476,1998.07,0,476,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.14348620282236,50.83772546927444,-11
1998.28,1998,28,507,1998.07,0,507,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.43224265720785,50.83772546927444,-11
1998.29,1998,29,475,1998.07,0,475,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.06965534945509,50.83772546927444,-11
1998.30,1998,30,496,1998.07,0,496,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.62010327016784,50.83772546927444,-11
1998.31,1998,31,492,1998.08,0,492,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32477985669875,50.83772546927444,-11
1998.32,1998,32,472,1998.08,0,472,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.84816278935327,50.83772546927444,-11
1998.33,1998,33,515,1998.08,0,515,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.02288948414604,50.83772546927444,-11
1998.34,1998,34,488,1998.08,0,488,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.02945644322965,50.83772546927444,-11
1998.35,1998,35,503,1998.08,0,503,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.13691924373875,50.83772546927444,-11
1998.36,1998,36,513,1998.09,0,513,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.875227777411496,50.83772546927444,-11
1998.37,1998,37,458,1998.09,0,458,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.81453084221143,50.83772546927444,-11
1998.38,1998,38,520,1998.09,0,520,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.39204375098241,50.83772546927444,-11
1998.39,1998,39,502,1998.09,0,502,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.06308839037148,50.83772546927444,-11
1998.40,1998,40,506,1998.10,0,506,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.358411803840575,50.83772546927444,-11
1998.41,1998,41,464,1998.10,0,464,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.25751596241508,50.83772546927444,-11
1998.42,1998,42,506,1998.10,0,506,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.358411803840575,50.83772546927444,-11
1998.43,1998,43,511,1998.10,0,511,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.72756607067695,50.83772546927444,-11
1998.44,1998,44,523,1998.11,0,523,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.61353631108423,50.83772546927444,-11
1998.45,1998,45,492,1998.11,0,492,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32477985669875,50.83772546927444,-11
1998.46,1998,46,503,1998.11,0,503,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.13691924373875,50.83772546927444,-11
1998.47,1998,47,538,1998.11,0,538,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.72099911159334,50.83772546927444,-11
1998.48,1998,48,523,1998.11,0,523,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.61353631108423,50.83772546927444,-11
1998.49,1998,49,537,1998.12,0,537,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.64716825822607,50.83772546927444,-11
1998.50,1998,50,557,1998.12,0,557,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.123785325571546,50.83772546927444,-11
1998.51,1998,51,592,1998.12,0,592,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.70786519342613,50.83772546927444,-11
1998.52,1998,52,883,1998.12,4,561.9090909090909,13.544473,6.885702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.19264352330282,50.83772546927444,-11
1999.1,1999,1,740,1999.01,3,518,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.29482722175351,50.82325999202747,-10
1999.2,1999,2,529,1999.01,0,529,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.81346432474001,50.82325999202747,-10
1999.3,1999,3,527,1999.01,0,527,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.666721548465,50.82325999202747,-10
1999.4,1999,4,502,1999.01,0,502,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83243684502738,50.82325999202747,-10
1999.5,1999,5,523,1999.02,0,523,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.37323599591498,50.82325999202747,-10
1999.6,1999,6,509,1999.02,0,509,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.34603656198991,50.82325999202747,-10
1999.7,1999,7,507,1999.02,0,507,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1992937857149,50.82325999202747,-10
1999.8,1999,8,495,1999.02,0,495,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.31883712806485,50.82325999202747,-10
1999.9,1999,9,516,1999.03,0,516,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.85963627895244,50.82325999202747,-10
1999.10,1999,10,529,1999.03,0,529,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.81346432474001,50.82325999202747,-10
1999.11,1999,11,511,1999.03,0,511,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.492779338264924,50.82325999202747,-10
1999.12,1999,12,515,1999.03,0,515,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78626489081494,50.82325999202747,-10
1999.13,1999,13,511,1999.03,0,511,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.492779338264924,50.82325999202747,-10
1999.14,1999,14,460,1999.04,0,460,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.75083854325218,50.82325999202747,-10
1999.15,1999,15,467,1999.04,0,467,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.26443826021471,50.82325999202747,-10
1999.16,1999,16,491,1999.04,0,491,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.025351575514826,50.82325999202747,-10
1999.17,1999,17,514,1999.04,0,514,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71289350267744,50.82325999202747,-10
1999.18,1999,18,488,1999.05,0,488,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80523741110231,50.82325999202747,-10
1999.19,1999,19,522,1999.05,0,522,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.29986460777747,50.82325999202747,-10
1999.20,1999,20,530,1999.05,0,530,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.88683571287751,50.82325999202747,-10
1999.21,1999,21,463,1999.05,0,463,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.970952707664694,50.82325999202747,-10
1999.22,1999,22,490,1999.05,0,490,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.95198018737732,50.82325999202747,-10
1999.23,1999,23,522,1999.06,0,522,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.29986460777747,50.82325999202747,-10
1999.24,1999,24,493,1999.06,0,493,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17209435178984,50.82325999202747,-10
1999.25,1999,25,487,1999.06,0,487,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73186602296481,50.82325999202747,-10
1999.26,1999,26,552,1999.06,0,552,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.501006251902616,50.82325999202747,-10
1999.27,1999,27,475,1999.07,0,475,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.85140936531475,50.82325999202747,-10
1999.28,1999,28,488,1999.07,0,488,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80523741110231,50.82325999202747,-10
1999.29,1999,29,464,1999.07,0,464,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.044324095802196,50.82325999202747,-10
1999.30,1999,30,506,1999.07,0,506,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1259223975774,50.82325999202747,-10
1999.31,1999,31,514,1999.08,0,514,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71289350267744,50.82325999202747,-10
1999.32,1999,32,509,1999.08,0,509,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.34603656198991,50.82325999202747,-10
1999.33,1999,33,527,1999.08,0,527,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.666721548465,50.82325999202747,-10
1999.34,1999,34,566,1999.08,0,566,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.528205685827686,50.82325999202747,-10
1999.35,1999,35,486,1999.08,0,486,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.658494634827306,50.82325999202747,-10
1999.36,1999,36,503,1999.09,0,503,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.90580823316488,50.82325999202747,-10
1999.37,1999,37,512,1999.09,0,512,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.56615072640243,50.82325999202747,-10
1999.38,1999,38,496,1999.09,0,496,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.39220851620235,50.82325999202747,-10
1999.39,1999,39,536,1999.09,0,536,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.32706404170254,50.82325999202747,-10
1999.40,1999,40,479,1999.10,0,479,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.14489491786477,50.82325999202747,-10
1999.41,1999,41,479,1999.10,0,479,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.14489491786477,50.82325999202747,-10
1999.42,1999,42,537,1999.10,0,537,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.400435429840044,50.82325999202747,-10
1999.43,1999,43,497,1999.10,0,497,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.465579904339855,50.82325999202747,-10
1999.44,1999,44,518,1999.11,0,518,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.006379055227455,50.82325999202747,-10
1999.45,1999,45,498,1999.11,0,498,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.53895129247736,50.82325999202747,-10
1999.46,1999,46,523,1999.11,0,523,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.37323599591498,50.82325999202747,-10
1999.47,1999,47,523,1999.11,0,523,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.37323599591498,50.82325999202747,-10
1999.48,1999,48,511,1999.11,0,511,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.492779338264924,50.82325999202747,-10
1999.49,1999,49,536,1999.12,0,536,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.32706404170254,50.82325999202747,-10
1999.50,1999,50,554,1999.12,0,554,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.64774902817763,50.82325999202747,-10
1999.51,1999,51,519,1999.12,0,519,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.07975044336496,50.82325999202747,-10
1999.52,1999,52,408,1999.12,-2,571.2,13.629290999999998,6.92685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.935526360101935,50.82325999202747,-10
2000.1,2000,1,711,2000.01,2,553,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.85425264675483,50.80994738142588,-9
2000.2,2000,2,512,2000.01,0,512,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.340896420729216,50.80994738142588,-9
2000.3,2000,3,563,2000.01,0,563,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.06039977513779,50.80994738142588,-9
2000.4,2000,4,555,2000.01,0,555,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.476948268563895,50.80994738142588,-9
2000.5,2000,5,496,2000.01,0,496,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17399340758143,50.80994738142588,-9
2000.6,2000,6,479,2000.02,0,479,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9341589561119,50.80994738142588,-9
2000.7,2000,7,481,2000.02,0,481,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08002183275538,50.80994738142588,-9
2000.8,2000,8,521,2000.02,0,521,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.99727936562485,50.80994738142588,-9
2000.9,2000,9,489,2000.02,0,489,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66347333932927,50.80994738142588,-9
2000.10,2000,10,495,2000.03,0,495,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.10106196925969,50.80994738142588,-9
2000.11,2000,11,496,2000.03,0,496,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17399340758143,50.80994738142588,-9
2000.12,2000,12,505,2000.03,0,505,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83037635247706,50.80994738142588,-9
2000.13,2000,13,511,2000.03,0,511,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.26796498240748,50.80994738142588,-9
2000.14,2000,14,505,2000.04,0,505,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83037635247706,50.80994738142588,-9
2000.15,2000,15,507,2000.04,0,507,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.97623922912053,50.80994738142588,-9
2000.16,2000,16,501,2000.04,0,501,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.53865059919011,50.80994738142588,-9
2000.17,2000,17,488,2000.04,0,488,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.59054190100753,50.80994738142588,-9
2000.18,2000,18,490,2000.05,0,490,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.736404777651,50.80994738142588,-9
2000.19,2000,19,530,2000.05,0,530,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.653662310520474,50.80994738142588,-9
2000.20,2000,20,488,2000.05,0,488,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.59054190100753,50.80994738142588,-9
2000.21,2000,21,481,2000.05,0,481,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08002183275538,50.80994738142588,-9
2000.22,2000,22,472,2000.05,0,472,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.423638887859745,50.80994738142588,-9
2000.23,2000,23,484,2000.06,0,484,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.298816147720586,50.80994738142588,-9
2000.24,2000,24,480,2000.06,0,480,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.00709039443364,50.80994738142588,-9
2000.25,2000,25,598,2000.06,0,598,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.613000116398574,50.80994738142588,-9
2000.26,2000,26,522,2000.06,0,522,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.07021080394658,50.80994738142588,-9
2000.27,2000,27,472,2000.07,0,472,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.423638887859745,50.80994738142588,-9
2000.28,2000,28,535,2000.07,0,535,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.01831950212916,50.80994738142588,-9
2000.29,2000,29,493,2000.07,0,493,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.95519909261622,50.80994738142588,-9
2000.30,2000,30,466,2000.07,0,466,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.98605025792932,50.80994738142588,-9
2000.31,2000,31,541,2000.07,0,541,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.455908132059584,50.80994738142588,-9
2000.32,2000,32,510,2000.08,0,510,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.19503354408574,50.80994738142588,-9
2000.33,2000,33,474,2000.08,0,474,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.569501764503215,50.80994738142588,-9
2000.34,2000,34,503,2000.08,0,503,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.68451347583358,50.80994738142588,-9
2000.35,2000,35,511,2000.08,0,511,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.26796498240748,50.80994738142588,-9
2000.36,2000,36,512,2000.09,0,512,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.340896420729216,50.80994738142588,-9
2000.37,2000,37,522,2000.09,0,522,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.07021080394658,50.80994738142588,-9
2000.38,2000,38,533,2000.09,0,533,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87245662548569,50.80994738142588,-9
2000.39,2000,39,466,2000.09,0,466,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.98605025792932,50.80994738142588,-9
2000.40,2000,40,540,2000.10,0,540,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.382976693737845,50.80994738142588,-9
2000.41,2000,41,505,2000.10,0,505,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83037635247706,50.80994738142588,-9
2000.42,2000,42,520,2000.10,0,520,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.92434792730311,50.80994738142588,-9
2000.43,2000,43,560,2000.10,0,560,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.84160546017258,50.80994738142588,-9
2000.44,2000,44,528,2000.10,0,528,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.507799433877004,50.80994738142588,-9
2000.45,2000,45,511,2000.11,0,511,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.26796498240748,50.80994738142588,-9
2000.46,2000,46,529,2000.11,0,529,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.58073087219874,50.80994738142588,-9
2000.47,2000,47,527,2000.11,0,527,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.434867995555265,50.80994738142588,-9
2000.48,2000,48,530,2000.11,0,530,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.653662310520474,50.80994738142588,-9
2000.49,2000,49,468,2000.12,0,468,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1319131345728,50.80994738142588,-9
2000.50,2000,50,515,2000.12,0,515,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.559690735694424,50.80994738142588,-9
2000.51,2000,51,547,2000.12,0,547,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.89349676199,50.80994738142588,-9
2000.52,2000,52,533,2000.12,0,533,13.711508,6.96681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.87245662548569,50.80994738142588,-9
2001.1,2001,1,514,2001.01,0,514,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.21247031871105,50.79784549932547,-8
2001.2,2001,2,518,2001.01,0,518,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.50206152741697,50.79784549932547,-8
2001.3,2001,3,525,2001.01,0,525,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.00884614265234,50.79784549932547,-8
2001.4,2001,4,537,2001.01,0,537,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8776197687701,50.79784549932547,-8
2001.5,2001,5,512,2001.01,0,512,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.067674714358084,50.79784549932547,-8
2001.6,2001,6,486,2001.02,0,486,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.18533185776959,50.79784549932547,-8
2001.7,2001,7,520,2001.02,0,520,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.646857131769934,50.79784549932547,-8
2001.8,2001,8,475,2001.02,0,475,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3889560338283,50.79784549932547,-8
2001.9,2001,9,507,2001.02,0,507,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.70568570347569,50.79784549932547,-8
2001.10,2001,10,513,2001.03,0,513,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.140072516534566,50.79784549932547,-8
2001.11,2001,11,519,2001.03,0,519,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.57445932959345,50.79784549932547,-8
2001.12,2001,12,541,2001.03,0,541,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.167210977476024,50.79784549932547,-8
2001.13,2001,13,535,2001.03,0,535,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.732824164417146,50.79784549932547,-8
2001.14,2001,14,507,2001.04,0,507,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.70568570347569,50.79784549932547,-8
2001.15,2001,15,481,2001.04,0,481,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.823342846887186,50.79784549932547,-8
2001.16,2001,16,498,2001.04,0,498,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.05410548388736,50.79784549932547,-8
2001.17,2001,17,526,2001.04,0,526,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08124394482881,50.79784549932547,-8
2001.18,2001,18,495,2001.04,0,495,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.836912077357916,50.79784549932547,-8
2001.19,2001,19,509,2001.05,0,509,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.850481307828645,50.79784549932547,-8
2001.20,2001,20,542,2001.05,0,542,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.23960877965251,50.79784549932547,-8
2001.21,2001,21,511,2001.05,0,511,13.812574000000001,7.01649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.99527691218161,50.79784549932547,-8
