index,year,week,deaths,year.month,n_days,deaths.s,pop,pop.80,pop.65,temp.max,temp.min,t.min,t.max,covid,covid.m,covid.w,covid.0to65,covid.65to80,covid.80plus,deaths.pc,share.80,share.65,share.65plus,counter
1995.1,1995,1,1588,1995.01,1,1389.5,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.6774815818096,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.2,1995,2,1430,1995.01,0,1430,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.41234172669252,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.3,1995,3,1330,1995.01,0,1330,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.58630384370704,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.4,1995,4,1298,1995.01,0,1298,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.48197172115167,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.5,1995,5,1236,1995.01,0,1236,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.52982823370067,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.6,1995,6,1288,1995.02,0,1288,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.19936793285314,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.7,1995,7,1251,1995.02,0,1251,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.4537339161485,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.8,1995,8,1242,1995.02,0,1242,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.2993905066798,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.9,1995,9,1227,1995.02,0,1227,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.375484824232,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.10,1995,10,1376,1995.03,0,1376,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.48628126988035,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.11,1995,11,1404,1995.03,0,1404,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.0775718771163,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.12,1995,12,1392,1995.03,0,1392,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.53844733115804,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.13,1995,13,1286,1995.03,0,1286,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.9428471751934,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.14,1995,14,1362,1995.04,0,1362,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.6906359662624,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.15,1995,15,1262,1995.04,0,1262,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.8645980832769,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.16,1995,16,1353,1995.04,0,1353,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.53629255679368,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.17,1995,17,1328,1995.04,0,1328,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.3297830860473,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.18,1995,18,1290,1995.05,0,1290,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.45588869051284,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.19,1995,19,1216,1995.05,0,1216,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.96462065710358,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.20,1995,20,1235,1995.05,0,1235,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.40156785487082,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.21,1995,21,1245,1995.05,0,1245,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.68417164316938,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.22,1995,22,1226,1995.05,0,1226,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.2472244454021,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.23,1995,23,1139,1995.06,0,1139,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.08857148720475,4.259552833015246,11.370038888546862,15.629591721562107,-14
1995.24,1995,24,1145,1995.06,0,1145,7.79664,0.3321019999999999,0.8864810000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.85813376018388,4.259552833015246,11.370038888546862,15.629591721562107,-14
